Outreach ID,Company ID,Company ,Visit Date,Notes,Outcome,Stage,Status,Next Visit Date,Days Since Last Visit,Next Visit Countdown,Outcome Category,Follow Up Action,Owner,Prospects Match,Contact Type,Email Sent,Competitor
LID-00271,CID-DEA103,Dealers Collision,12/29/2025,"Spoke to the manager and he showed me what all they have acquired since September, and he said they haul it themselves. But they have gotten new management since then, so it has been just building up and is just sitting in a corner in the lot and it does not look presentable. He said to give him a couple of days and to give him time to speak with the owner and see if we can get something worked out.",Initial Contact,Outreach,Interested (Warm),01/28/2026,42,-12,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00272,CID-CAL104,Callibur Collision,12/29/2025,"Spoke to the receptionist and she had said that the manager would be back in tomorrow, so I plan on visiting first thing in the morning that way I can visit Joe Hudson and Callibur Collision",Initial Contact,Outreach,Interested (Warm),01/28/2026,42,-12,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00273,CID-WCB101,Wc Brakes and Service Parts,12/29/2025,They also take their scrap metal to Huntwell and will be interested in a roll off container once they move locations,Initial Contact,Outreach,Interested (Warm),01/28/2026,42,-12,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00274,CID-HAB101,Habitat for Humanity,12/26/2025,"Spoke to the assistant manager, who is not really able to make any decision about what they do with their scrap metal. He showed me what their facility looks like and told me that they only take a trailer full of scrap every 2 months of so, but take it to Tyler Iron. I told him that I could pay more than what Tyler Iron is paying if he takes it to Madfos and he was interested. Said he would put my card on the administrators desk and they will get back to me sometime in the next week or two",Interested (Warm),Nurture,Interested (Warm),01/09/2026,45,-31,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00275,CID-FAI102,Faithco Enterprises Plumbing HVAC Electric,12/26/2025,Called and spoke with someone and was told that they are not familiar with me stopping by but will let the owner know that I had tried to reach out because they are out of the office until next week,Interested (Warm),Nurture,Interested (Warm),01/09/2026,45,-31,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Phone,FALSE,None
LID-00276,CID-MIL105,Miller Electric,12/26/2025,Tried to visit but the door was locked. I didnt see any cars there so I assume they are off until next week,Initial Contact,Outreach,Interested (Warm),01/25/2026,45,-15,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00277,CID-BUF101,Buford Satellite Systems LP,12/26/2025,Tried to visit but there was no one at their office,Initial Contact,Outreach,Interested (Warm),01/25/2026,45,-15,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00278,CID-PAT102,Patriot Electric,12/26/2025,No one was at their office,Initial Contact,Outreach,Interested (Warm),01/25/2026,45,-15,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00279,CID-TYL125,Tyler Heating and Air Conditioning,12/26/2025,Was told that they didnt have space for a roll off container so I gave them my card and let them know that if they ever take their scrap somewhere then it needs to be taken to Madfos because I can pay top dollar for it.,Initial Contact,Outreach,Interested (Warm),01/25/2026,45,-15,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00274,CID-HAB101,Habitat for Humanity,12/26/2025,"Spoke to the assistant manager, who is not really able to make any decision about what they do with their scrap metal. He showed me what their facility looks like and told me that they only take a trailer full of scrap every 2 months of so, but take it to Tyler Iron. I told him that I could pay more than what Tyler Iron is paying if he takes it to Madfos and he was interested. Said he would put my card on the administrators desk and they will get back to me sometime in the next week or two",Interested (Warm),Nurture,Interested (Warm),01/09/2026,45,-31,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00275,CID-FAI102,Faithco Enterprises Plumbing HVAC Electric,12/26/2025,Called and spoke with someone and was told that they are not familiar with me stopping by but will let the owner know that I had tried to reach out because they are out of the office until next week,Interested (Warm),Nurture,Interested (Warm),01/09/2026,45,-31,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Phone,FALSE,None
LID-00276,CID-MIL105,Miller Electric,12/26/2025,Tried to visit but the door was locked. I didnt see any cars there so I assume they are off until next week,Initial Contact,Outreach,Interested (Warm),01/25/2026,45,-15,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00277,CID-BUF101,Buford Satellite Systems LP,12/26/2025,Tried to visit but there was no one at their office,Initial Contact,Outreach,Interested (Warm),01/25/2026,45,-15,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00278,CID-PAT102,Patriot Electric,12/26/2025,No one was at their office,Initial Contact,Outreach,Interested (Warm),01/25/2026,45,-15,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00279,CID-TYL125,Tyler Heating and Air Conditioning,12/26/2025,Was told that they didnt have space for a roll off container so I gave them my card and let them know that if they ever take their scrap somewhere then it needs to be taken to Madfos because I can pay top dollar for it.,Initial Contact,Outreach,Interested (Warm),01/25/2026,45,-15,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00281,CID-TYL129,Tyler Rv,12/23/2025,"Brad Shaw took his metal to Madfos and was given special pricing. I would consider this a win because if I hadn't stopped and talked to him then he would have taken to where he normally does (Tyler Iron). Erick is going to send me how much his material weighed. He had short iron, aluminum, breakage, copper #1 & #2, Al/Cu Reefers, ICW, motors, and compressors.",Account Won,Won,Active,12/24/2025,48,-47,Account Won,Onboard Account,Kyle Buzbee,TRUE,Phone,FALSE,None
LID-00282,CID-LEW102,Lews Welding,12/23/2025,"Account Won.
Corey and I worked out prices and they are as follows:
Al 6061 extrusion: $1.02 / lb
Al 3003: $1 20 / lb
Al 5052: $1.20 / lb
Stainless Steel: $0.28 / lb
Short Iron: $9.00 / 100lbs . The one thing that was holding him back at first was him saying how AIM i literally a mile from where they are and it doesn't cost $50 to take the metal over there, so I waived the $50 roll off fee because he already has an entire load of tin/short iron and another load of aluminum ready to be loaded and dumped",Account Won,Won,Active,12/24/2025,48,-47,Account Won,Onboard Account,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00283,CID-NOJ101,No Junk,12/23/2025,"Account Won

Corey and I agreed to pay $0.50 over base price for this account. Since June they have done 40k in scrap metal (the owner added up all of his receipts) so I think this account will turn out to be pretty good. They are needing a 30 yeard container and will be bringing scrap in on their trailer on a consistent basis, as well as needing live loads done as well.",Account Won,Won,Active,12/24/2025,48,-47,Account Won,Onboard Account,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00280,CID-903102,903 Plumbing,12/23/2025,Spoke to a guy who had only been there a couple of days because the other two could not speak English. I will have to follow up and speak with the owner because the guy did not know anything about what was going on,Initial Contact,Outreach,Interested (Warm),01/22/2026,48,-18,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00284,CID-CWO102,C Woods,12/23/2025,Talked to the receptionist and she said that I had just missed the person I needed to talk to so I will go back next week to see if I can talk to someone who can make decisions.,Initial Contact,Outreach,Interested (Warm),01/22/2026,48,-18,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00280,CID-903102,903 Plumbing,12/23/2025,Spoke to a guy who had only been there a couple of days because the other two could not speak English. I will have to follow up and speak with the owner because the guy did not know anything about what was going on,Initial Contact,Outreach,Interested (Warm),01/22/2026,48,-18,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00284,CID-CWO102,C Woods,12/23/2025,Talked to the receptionist and she said that I had just missed the person I needed to talk to so I will go back next week to see if I can talk to someone who can make decisions.,Initial Contact,Outreach,Interested (Warm),01/22/2026,48,-18,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00285,CID-HAU101,Hauling It Off or On,12/22/2025,Spoke to Eldridge Hayter and confirmed his need for a roll off container for his junk removal business. He said he is ready when we are.,Account Won,Won,Active,12/23/2025,49,-48,Account Won,Onboard Account,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00286,CID-JOE101,Joe Hudson,12/22/2025,Spoke to receptionist. She said they have someone but pick up a trailer load 2x/week. Potential decent account. Manager was not there to give contact info.,Initial Contact,Outreach,Interested (Warm),01/21/2026,49,-19,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00287,CID-ONE124,One Ten Welding,12/22/2025,"Sent Corey the owner's ""something in writing"" conditions draft that Tyler Iron currently provides. Waiting for confirmation to send.",Interested (Warm),Nurture,Interested (Warm),01/05/2026,49,-35,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00288,CID-ROZ101,Rozells,12/22/2025,"Spoke to owner. They don't produce much, usually take to Tyler Iron. Told him we offer better service/pricing. He said they would ""try us out"".",Interested (Warm),Nurture,Interested (Warm),01/05/2026,49,-35,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00289,CID-BIZ101,Bizzy Bees Junk Removal,12/22/2025,Spoke to owner. Scrap ~3x a year. Discussed pricing and making it worth his while. He said he would take me up on that.,Interested (Warm),Nurture,Interested (Warm),01/05/2026,49,-35,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
